movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Naaraaz,"['Action', 'Crime', 'Drama']","Wealthy author Ajay Pandit befriends angry and poor Deva, who lives in the nearby slums with his widower father. After the two men grow up, Ajay falls in love with Sonali, while Deva continues to live a life of destitution. After the local Poojary poisons potable water,leading to... Read all","['murder', 'police', 'friendship', 'gangster', 'friend', 'best friend', 'ship', 'on the run', 'slum', 'priest']",Mahesh Bhatt,"['Maya Govind', 'Rahat Indori', 'Pooja Bhatt', 'Mithun Chakraborty', 'Atul Agnihotri']",Jay Dixit,/title/tt0113933/
Dabangg,"['Action', 'Comedy', 'Crime']","A corrupt police officer faces challenges from his family, gangsters and politicians.","['action hero', 'police officer', 'laundry drying on a clothesline', 'hose', 'corrupt police officer', 'male police officer', 'male police officer shot', 'politician', 'marriage', 'wedding']",Abhinav Kashyap,"['Abhinav Kashyap', 'Salman Khan', 'Sonakshi Sinha', 'Sonu Sood', 'Abhinav Kashyap']",Dilip Shukla,/title/tt1620719/
Parmanu: The Story of Pokhran,"['Action', 'Drama', 'History']","Ashwat Raina and his teammates arrive in Pokhran to re-conduct a confidential nuclear test, where they face challenges from the American Lacrosse satellite and local spies.","['army', 'indian army', 'nuclear test', 'nuclear reactor', 'raw', 'india', 'real footage', 'news footage', 'nuclear', 'testing']",Abhishek Sharma,"['Sanyuktha Chawla Shaikh', 'Abhishek Sharma', 'John Abraham', 'Boman Irani', 'Diana Penty']",Saiwyn Quadras,/title/tt6826438/
Athadu,"['Action', 'Crime', 'Drama']","A gunman for hire is framed for murder, and assumes a dead man's identity while hiding from the police.","['child uses a gun', 'child with a gun', 'child', 'betrayal by a friend', 'politician', 'murder', 'police', 'comic relief', 'reverse footage', 'sniper']",Trivikram Srinivas,"['Mahesh Babu', 'Trisha Krishnan', 'Prakash Raj', 'Trivikram Srinivas', 'Trivikram Srinivas']",Trivikram Srinivas,/title/tt0471571/
Kaliveera,['Action'],Kaliveera - The Indian Warrior is an upcoming action drama fiction movie. Starring debutant Ekalavyaa in a lead role. Produced by Jyothi Arts. Written and Directed by Aviram,[],Aviram,"['Chirashree Anchan', 'Ekalavyaa', 'Aviram', 'Aviram Kanteerava', 'Chirashree Anchan']",Aviram Kanteerava,/title/tt14025850/
Moonrunners,"['Action', 'Comedy']","Grady and Bobby Lee run moonshine for Uncle Jesse, who prides himself on his old-school moonshining methods, and refuses to buckle in to the 'big business moonshine' of Jake, who controls these parts for New York mobsters.","['bourbon whiskey', 'beer', 'jack daniels whiskey', 'cigar smoking', 'hixploitation', 'timeframe 1970s', 'moonshine', 'smashing a guitar', 'song', 'singing']",Gy Waldron,"['James Mitchum', 'Kiel Martin', 'Arthur Hunnicutt', 'Gy Waldron', 'Gy Waldron']",Gy Waldron,/title/tt0071854/
Ying xiong wu lei,"['Action', 'Drama', 'War']","The Thai government hires a group of Chinese mercenaries to capture a powerful drug lord from the Golden Triangle. The mercenaries manage to capture the drug lord, but soon find themselves pursued by his forces, and the forces of a bitter Thai officer. The Chinese mercenaries are... Read all","['mercenary', 'blood splatter', 'violence', 'mexican standoff', 'bullet time', 'bullet ballet', 'gun', 'gun duel', 'gun battle', 'slow motion scene']",John Woo,"['Leung-Chun Chiu', 'John Woo', 'Eddy Ko', 'Ching-Ying Lam', 'Philippe Loffredo']",Peter Ho-Sun Chan,/title/tt0092264/
Green Arrow: Duality,['Action'],"Three years after disappearing and shipwrecking on an island in the North China Sea, billionaire Oliver Queen returns home to Star City. Just as he returns home, an ancient and evil power begins to shift the balance of power in the city, prompting Oliver to become who he was alwa... Read all",[],Preston Manee,"['Kazuo Salazar', 'Josh Rosenbaum', 'Mary Miller', 'Preston Manee', 'Kazuo Salazar']",Kazuo Salazar,/title/tt15185330/
Borrowed Time III,['Action'],Franck will have to face his demons in an attempt to save the people he loves.,[],Alan Delabie,"['Alan Delabie', 'Eric Roberts', 'Louis Mandylor', 'Matthias Hues', 'Alan Delabie']",David Worth,/title/tt12709774/
Shark Island,"['Action', 'Adventure', 'Mystery']","A magazine photo shoot is scheduled to take place on a remote, shark infested island.",['magazine'],Stephen Scruffy Edgewood,"['Dante Del Mare', 'Michael Paré', 'Jude S. Walko', 'Selina Wiesmann', 'Stephen Scruffy Edgewood']",Dustin Alexander III,/title/tt9618604/
Lazer Team 2,"['Action', 'Comedy', 'Sci-Fi']","After one of their own is lost in another dimension, the Lazer Team groups together once again to fight against a new threat.","['fight', 'superhero']",Daniel Fabelo,"['Burnie Burns', 'Daniel Fabelo', 'Matt Hullum', 'Burnie Burns', 'Gavin Free']",Matt Hullum,/title/tt6730898/
Airborne,"['Action', 'Comedy', 'Crime']","With Britain battered by a storm, one last plane takes off. Shortly after, passengers start disappearing one by one. Those that remain frantically try to discover who - or what - is behind it before they share the same fate.","['vase', 'pantyhose', 'black pantyhose', 'female stockinged legs', 'locked room mystery', 'commercial air travel', 'plane', 'england', 'terrorism', 'terrorist']",Dominic Burns,"['Mike Cestari', 'Paul Chronnell', 'Keith Cooper', 'Craig Conway', 'Simon Phillips']",Simon Phillips,/title/tt1827354/
Kyûketsu Shôjo tai Shôjo Furanken,"['Action', 'Comedy', 'Horror']",A reconstructed girl is created from the pieces of a vampire girl's mini-butchery. Slaughter abounds as both of them pursue the same boy.,"['japanese schoolgirl', 'lolita', 'blackface', 'seifuku', 'sailor uniform', 'japanese high school girl', 'japanese girl', 'psychotronic film', ""frankenstein's monster"", 'j sploitation']",Yoshihiro Nishimura,"['Daichi Nagisa', 'Naoyuki Tomomatsu', 'Shungiku Uchida', 'Yukie Kawamura', 'Takumi Saitoh']",Naoyuki Tomomatsu,/title/tt1425928/
12 Hours,['Action'],"It follows a survival game in a Matrix-like virtual world against various challenges, including a terrifying monster.",[],Guanhua Han,"['Temur Mamisashvili', 'Da Qing', 'Guanhua Han', 'Clara Lee', 'Temur Mamisashvili']",Clara Lee,/title/tt15621500/
Muthu,"['Action', 'Comedy', 'Drama']","The movie is about a loyal servant, Muthu (Rajni), working for Zamindar Malayasimman (Sarath Babu) and the cunning plans by the uncle of Malasimman to capture the whole wealth which uncovers some mystery about Muthu.","['character name as title', 'servant', 'love', 'fight', 'apology', 'loyalty', 'cockroach', 'theater actress', 'leaving home', 'grief']",K.S. Ravikumar,"['Rajinikanth', 'Meena', 'Sarath Babu', 'K.S. Ravikumar', 'K.S. Ravikumar']",K.S. Ravikumar,/title/tt0140399/
The Squad,"['Action', 'Drama']",A French police unit tries to stop a group of criminals.,"['shooting', 'police', 'humor', 'fight', 'gunshot', 'robbery', 'kiss', 'injury', 'partnership', 'car chase']",Benjamin Rocher,"['François Loubeyre', 'Nick Love', 'Jean Reno', 'Alban Lenoir', 'Caterina Murino']",John Hodge,/title/tt14027672/
The Squad,['Action'],"A trio of young, beautiful, gun-toting, drug runners known as THE SQUAD move their operation to a different spring break hot spot every year.",[],Rick Walker,"['Ashtyn Barlow Nguyen', 'Drew Pollock', 'Meghan Carrasquillo', 'Rick Walker', 'Rick Walker']",Rick Walker,/title/tt14027672/
China O'Brien,"['Action', 'Crime', 'Drama']","A police woman, expert and instructor in martial arts, leaves the city to stay with her dad, sheriff in a town with peace and quiet - or so she thinks. She gets plenty opportunities to show her martial arts skills.","['murder of a police officer', 'duology', 'female police officer', 'police', 'low budget', 'sheriff', 'martial arts', 'blood splatter', 'martial arts master', 'martial artist']",Robert Clouse,"['Sandra Weintraub', 'Cynthia Rothrock', 'Richard Norton', 'Keith Cooke', 'Robert Clouse']",Robert Clouse,/title/tt0099260/
Wonderful Days,"['Animation', 'Action', 'Adventure']",2142: Pollution and climate change wiped out most of Earth's population. Ecoban city is built to withstand this. Suppression results in revolt. A childhood couple find each other as adults on opposing sides.,"['pollution', 'future', 'anime', 'dark future', 'doomed civilization', 'dehumanization', 'social critic', 'environmental issue', 'dystopia', 'riot']",Moon-saeng Kim,"['Moon-saeng Kim', 'Jay Lender', 'Andrew Ableson', 'Cathy Cavadini', 'Joon-ho Chung']",Michael Keyes,/title/tt0353014/
Fast & Feel Love,"['Action', 'Comedy', 'Drama']","When a world champion of sport stacking is dumped by his long-time girlfriend, he has to learn basic adulting skills in order to live alone and take care of himself.",['champion'],Nawapol Thamrongrattanarit,"['Nat Kitcharit', 'Urassaya Sperbund', 'Anusara Korsamphan', 'Nawapol Thamrongrattanarit', 'Nawapol Thamrongrattanarit']",Nawapol Thamrongrattanarit,/title/tt18357588/
On the Line,"['Action', 'Crime', 'Drama']","Seo-joon, loses everything to voice phishing and infiltrates an organization in China to meet Kwak Pro, the designer behind this phishing system.",[],Gok Kim,"['Yo-Han Byun', 'Mu-Yeol Kim', 'Park Myeong-hoon', 'Gok Kim', 'Sun Kim']",Sun Kim,/title/tt14824590/
On the Line,['Thriller'],"A host takes a call, where an unknown person threatens to kill the showman's entire family on air. To save loved ones, the radio host will have to play a survival game and the only way to win is to find out the identity of the criminal.",[],Romuald Boulanger,"['Mel Gibson', 'William Moseley', 'Kevin Dillon', 'Romuald Boulanger', 'Romuald Boulanger']",Romuald Boulanger,/title/tt14824590/
Vic the Viking and the Magic Sword,"['Animation', 'Action', 'Adventure']","Vic is a young Viking like no other: not very strong but very clever. When his father, Halvar, the village chief, steals from his sworn enemy a magic sword that turns everything into gold, the lure of gain wreaks havoc among the Vikings",['sword'],Éric Cazes,"['Sophie Decroisette', 'Oliver Huzly', 'Declan Miele-Howell', 'David Schaal', 'Owen Frost']",Éric Cazes,/title/tt8065768/
Billa 2,"['Action', 'Crime', 'Thriller']","David Billa builds up his drug and arms dealing empire, becoming a feared underworld boss.","['character name as title', 'two word title', 'surname as title', 'goa india', 'gangster', 'prequel']",Chakri Toleti,"['Eric Felberg', 'Sarath Mandava', 'Ajith Kumar', 'Parvathy Omanakuttan', 'Bruna Abdullah']",Chakri Toleti,/title/tt1891755/
Jazbaa,"['Action', 'Crime', 'Drama']","Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence, as ransom, within 4 days.","['tape over mouth', 'detective', 'murderer', 'rapist', 'convict', 'lawyer', 'female lawyer', 'female protagonist', 'child kidnapping', 'one word title']",Sanjay Gupta,"['Robin Bhatt', 'Sanjay Gupta', 'Aishwarya Rai Bachchan', 'Irrfan Khan', 'Shabana Azmi']",Deepak Venkateshan,/title/tt4323504/
The Pizza Joint,"['Action', 'Comedy', 'Crime']","In the town of Greensville, where Cannabis is recently legal, Thomas (Timothy Delaghetto) and Anthony (Anthony Guajardo) run the best pizza joint in town, Phu-King Pizza! They have a deal in place with ex-dealer-turn-business-man, Playa Playa (Noel G), to use his most coveted str... Read all",[],William Leonardo Molina,"['Burke Bradley', 'Robert LaSardo', 'Noel Gugliemi', 'Peter Dante', 'William Leonardo Molina']",Robert Jauregui,/title/tt3635846/
Golimar,"['Action', 'Crime', 'Thriller']",An 'encounter specialist' police officer becomes famous for killing criminals and finds himself targeted by gangsters and corrupt officers.,['police'],Puri Jagannadh,"['Gopichand', 'Priyamani', 'Roja', 'Puri Jagannadh', 'Puri Jagannadh']",Puri Jagannadh,/title/tt1666308/
India's Most Wanted,"['Action', 'Adventure', 'Thriller']",A group of intelligence officers embark on a top secret mission to track down a wanted international criminal.,['secret'],Raj Kumar Gupta,"['Arjun Kapoor', 'Sudev Nair', 'Rajesh Sharma', 'Raj Kumar Gupta', 'Raj Kumar Gupta']",Raj Kumar Gupta,/title/tt8484942/
Young Warriors,"['Action', 'Crime', 'Drama']","A young woman is gang raped and murdered in a California college town, sparking her brother Kevin to take up arms by night with a gang of like-minded vigilantes from his fraternity, brutally punishing any miscreants they catch in a criminal act. In the meantime, Kevin debates the... Read all","['rape and revenge', 'rape', 'revenge', 'vigilante group', 'vigilantism', 'police', 'california', 'college town', 'sister murdered', 'moral dilemma']",Lawrence David Foldes,"['Russell W. Colgin', 'Lawrence David Foldes', 'Ernest Borgnine', 'Richard Roundtree', 'Lynda Day George']",Deran Sarafian,/title/tt0086625/
Convergence,"['Action', 'Thriller']",A detective must fight for the redemption of his soul when he finds himself trapped in a mysterious hospital that serves as a gateway between heaven and hell.,"['explosion', 'book of daniel', 'father holding his baby', 'year 1999', 'baby carriage', 'slow motion', 'secondary explosion', 'flickering light', 'hospital', 'reference to the cleveland browns']",Drew Hall,"['Clayne Crawford', 'Ethan Embry', 'Mykelti Williamson', 'Drew Hall', 'Drew Hall']",Drew Hall,/title/tt3148552/
The Point Men,"['Action', 'Drama']","Some time after their botched operation to capture a known Palestinian terrorist, a team of Israeli agents starts to get killed off one by one. Their leader must get to the bottom of things before the killer(s) plan is complete.","['murder of a nude man', 'murder of a nude woman', 'shootout', 'gunfight', 'street shootout', 'explosion', 'exploding car', 'chase', 'car chase', 'motorcycle chase']",John Glen,"['Ripley Highsmith', 'Christopher Lambert', 'Kerry Fox', 'Vincent Regan', 'John Glen']",Steven Hartov,/title/tt0254703/
Justice League Dark,"['Action', 'Adventure', 'Fantasy']","Plot details are being kept under wraps. The film is considered to center on a dark 'Justice League' team that consists of John Constantine, Swamp Thing, Deadman, Zatanna and Etrigan the Demon.","['dc extended universe', 'based on comic book', 'dc comics', 'superhero']",Gerard Johnstone,"['Peter Milligan', 'Gerard Johnstone', 'Jack Kirby', 'Peter Milligan', 'United States']",Jack Kirby,/title/tt5996672/
Bloodthirst,"['Action', 'Drama', 'Horror']","In a post apocalyptic world run by vampires, only the strong survive. John Shepard, Vampire Hunter, is one of them. John has to track down and eliminate the master vampire before he himself gets turned.",['vampire'],Michael Su,"['Adrian Milnes', 'Costas Mandylor', 'Tara Reid', 'Robert LaSardo', 'Michael Su']",Massimiliano Cerchi,/title/tt11430948/
Vampires: The Turning,"['Action', 'Horror', 'Thriller']",An American muay-thai fighter in Thailand must join forces with a group of vampire hunters to track down and kill a vampire lord who has kidnapped his gilfriend.,"['martial arts', 'kickboxing', 'vampire horror', 'vampire', 'muay thai', 'thailand', 'motorcycle', 'vampire hunter', 'vampire versus vampire', 'female vampire']",Martin Jay Weiss,"['Andy Hurst', 'Colin Egglesfield', 'Stephanie Chao', 'Roger Yuan', 'Martin Jay Weiss']",D.B. Farmer,/title/tt0398378/
